יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
30.06.2021,הרצל 93,3925-674-100,דירה בבית קומות,2.0,תשיעית,40.8,"1,450,000",
24.06.2021,סנש חנה 3,7281-57-13,דירה בבית קומות,2.0,שניה,35.2,"1,500,000",78% ב 6 שנים
23.06.2021,"עגנון ש""י 5",7281-96-19,דירה בבית קומות,2.0,שלישית,36.0,"1,200,000",247% ב 13.8 שנים
16.06.2021,אברבנאל 3,3930-677-1,דירה בבית קומות,2.0,ראשונה,53.44,"1,520,000",7% ב 2.5 שנים
15.06.2021,אריאב חיים 9,7281-149-9,דירה בבית קומות,2.0,ראשונה,35.2,"650,000",0% ב 8.3 שנים
14.06.2021,אלקלעי 30,3930-446-21,דירה בבית קומות,2.0,שניה,54.0,"1,010,000",
13.06.2021,הרב מינץ 3,7281-22-1,דירה בבית קומות,2.0,ראשונה,36.5,"1,100,000",
13.06.2021,החליל 16,5183-18-2,דירה בבית קומות,2.0,קרקע,50.02,"1,610,000",
11.06.2021,ז'בוטינסקי 81,3945-581-4,דירה בבית קומות,2.0,ראשונה,46.0,"1,580,000",
08.06.2021,לוי יצחק מברדיצב 5,3925-160-2,קוטג' דו משפחתי,2.0,ראשונה,27.2,"1,700,000",
23.05.2021,אנילביץ 6,7282-18-13,דירה בבית קומות,2.0,שלישית,28.2,"1,071,000",2% ב 2.2 שנים
12.05.2021,אריאב חיים 2,7281-14-1,דירה בבית קומות,2.0,ראשונה,36.2,"1,745,000",
11.05.2021,דרור 14,3933-211-7,דירה בבית קומות,2.0,ראשונה,57.4,"1,410,000",
09.05.2021,קפלנסקי 30,3926-674-2,דירה בבית קומות,2.0,ראשונה,62.8,"1,440,000",185% ב 17.9 שנים
05.05.2021,תל חי 19,3928-611-8,דירה בבית קומות,2.0,שניה,50.5,"1,420,000",
29.04.2021,ברניצקי נתן 16,3926-843-8,דירה בבית קומות,2.0,שלישית,51.59,"1,360,000",17% ב 5.2 שנים
27.04.2021,אנילביץ 5,7282-24-11,דירה בבית קומות,2.0,שניה,47.9,"1,200,000",
26.04.2021,הרב נריה 9,5116-28-55,דירה בבית קומות,2.0,ראשונה,41.36,"1,470,000",33% ב 6.5 שנים
21.04.2021,וולפסון 16,3926-313-8,דירה בבית קומות,2.0,שניה,49.1,"1,055,000",31% ב 8.9 שנים
20.04.2021,שמשון 7,3934-85-5,דירה בבית קומות,2.0,שלישית,66.0,"1,275,000",
18.04.2021,אש שלום 26,7282-65-1,דירה בבית קומות,2.0,ראשונה,34.8,"1,430,000",24% ב 1 שנים
18.04.2021,הורוביץ 43,3926-591-11,דירה בבית קומות,2.0,שלישית,49.39,"1,330,000",63% ב 10 שנים
14.04.2021,ירושלים 56,3930-346-63,דירה בבית קומות,2.0,רביעית,46.3,"1,330,000",51% ב 4.5 שנים
13.04.2021,"עגנון ש""י 14",6095-135-25,דירה בבית קומות,2.0,רביעית,39.6,"1,370,000",
13.04.2021,שמשון 7,3934-85-3,דירה בבית קומות,2.0,שניה,66.0,"1,270,000",
11.04.2021,נתן שלמה 15,7282-34-4,דירה בבית קומות,2.0,שניה,35.0,"1,350,000",
05.04.2021,חנקין 16,3936-5-4,דירה בבית קומות,2.0,ראשונה,58.5,"1,490,000",205% ב 17.3 שנים
04.04.2021,גרינשפן הרשל 13,6287-287-6,דירה בבית קומות,2.0,ראשונה,41.8,"1,200,000",34% ב 7.1 שנים
29.03.2021,התוף 7,5183-42-138,דירה בבית קומות,2.0,שמינית,44.0,"800,000",
24.03.2021,הרב נורוק 7,7282-12-14,דירה בבית קומות,2.0,שניה,36.0,"1,150,000",
16.03.2021,אלרואי 19,3929-793-13,דירה בבית קומות,2.0,רביעית,36.0,"1,130,000",105% ב 11.2 שנים
15.03.2021,ירושלים 54,3930-346-43,דירה בבית קומות,2.0,שלישית,46.3,"1,145,000",
15.03.2021,אנילביץ 17,7282-53-14,דירה בבית קומות,2.0,שלישית,35.0,"1,340,000",103% ב 10.7 שנים
08.03.2021,התפוח 4,4242-588-1,קוטג' דו משפחתי,2.0,ראשונה,23.0,"1,000,000",
07.03.2021,וולפסון 40,3926-863-11,דירה בבית קומות,2.0,שניה,57.63,"650,000",
04.03.2021,מרגולין 16,3929-407-25,דירה בבית קומות,2.0,רביעית,53.7,"1,200,000",16% ב 2 שנים
04.03.2021,גוש עציון 10,3930-466-1,דירה בבית קומות,2.0,ראשונה,42.0,"486,000",
03.03.2021,המרגנית 4,5036-57-10,דירה בבית קומות,2.0,שניה,44.0,"1,250,000",
01.03.2021,"תרמ""ב 30",3928-273-7,דירה בבית קומות,2.0,ראשונה,43.3,"1,220,000",60% ב 8.3 שנים
28.02.2021,"יל""ג 6",3928-317-4,דירה בבית קומות,2.0,ראשונה,58.7,"1,295,000",41% ב 7.8 שנים
24.02.2021,פוזננסקי מנחם 6,7282-90-5,דירה בבית קומות,2.0,שניה,35.0,"1,123,000",
24.02.2021,הפורצים 7,3945-98-3,דירה בבית קומות,2.0,ראשונה,33.56,"1,260,000",47% ב 6.8 שנים
23.02.2021,חזון איש 12,3929-711-3,דירה בבית קומות,2.0,ראשונה,54.0,"1,360,000",
22.02.2021,קרן קימת לישראל 15,3928-110-20,דירה בבית קומות,2.0,רביעית,65.0,"646,000",
21.02.2021,הרב נריה 9,5116-28-21,דירה בבית קומות,2.0,שלישית,41.36,"1,500,000",
15.02.2021,קרל נטר 30,3928-703-6,דירה בבית קומות,2.0,ראשונה,55.71,"1,450,000",10% ב 2.8 שנים
11.02.2021,אבנר מאיר 2,4242-305-1,קוטג' דו משפחתי,2.0,ראשונה,40.0,"1,720,000",
04.02.2021,קרון אהרון 28,3925-298-13,דירה בבית קומות,2.0,רביעית,57.54,"1,260,000",
02.02.2021,אנילביץ 27,7282-69-11,דירה בבית קומות,2.0,שניה,35.0,"1,197,000",
26.01.2021,גוש עציון 12,3930-460-4,דירה בבית קומות,2.0,שניה,42.1,"1,225,000",
26.01.2021,הסחלב 6,5036-87-190,דירה בבית קומות,2.0,שביעית,33.0,"1,225,000",
25.01.2021,תדהר דוד 13,7281-108-3,דירה בבית קומות,2.0,ראשונה,29.7,"390,000",
25.01.2021,הרב זינגר 8,3935-126-13,דירה בבית קומות,2.0,שניה,46.5,"1,210,000",
24.01.2021,עטרות 8,3930-472-7,דירה בבית קומות,2.0,שניה,42.0,"950,000",
19.01.2021,וולפסון 16,3926-313-10,דירה בבית קומות,2.0,שניה,65.75,"1,330,000",
18.01.2021,ירושלים 7,3932-207-6,דירה בבית קומות,2.0,ראשונה,60.28,"1,232,000",
17.01.2021,האחים זיגר 1,3928-591-1,דירה בבית קומות,2.0,קרקע,39.64,"1,290,000",22% ב 1.7 שנים
13.01.2021,שוחט מניה 9,3926-706-9,דירה בבית קומות,2.0,שלישית,54.63,"1,400,000",203% ב 14 שנים
07.01.2021,אנילביץ 27,7282-69-5,דירה בבית קומות,2.0,ראשונה,35.0,"1,031,000",
06.01.2021,עולי הגרדום 18,3926-462-1,דירה בבית קומות,2.0,ראשונה,52.82,"305,000",
06.01.2021,גרינבוים 10,3934-185-27,דירה בבית קומות,2.0,רביעית,55.75,"1,255,000",56% ב 9.5 שנים
04.01.2021,הרצל 116,3925-438-24,דירה בבית קומות,2.0,שניה,41.31,"1,200,000",65% ב 9.6 שנים
28.12.2020,גלוסקין 3,3936-178-3,דירה בבית קומות,2.0,ראשונה,50.0,"1,315,000",
24.12.2020,תורה ועבודה 29,7281-147-14,דירה בבית קומות,2.0,שניה,39.6,"1,370,000",1% ב 0.8 שנים
23.12.2020,אריאב חיים 4,7281-13-1,דירה בבית קומות,2.0,ראשונה,36.2,"600,000",
23.12.2020,ביאליק 9,3934-7-3,דירה בבית קומות,2.0,קרקע,47.05,"1,069,000",
23.12.2020,ביאליק 9,3934-7-3,דירה בבית קומות,2.0,קרקע,47.05,"1,069,000",
09.12.2020,הרב זינגר 8,3935-126-14,דירה בבית קומות,2.0,שניה,47.5,"1,214,000",10% ב 4.2 שנים
09.12.2020,התקוה 9,3945-917-7,דירה בבית קומות,2.0,שניה,49.6,"1,310,000",
08.12.2020,עולי הגרדום 30,3926-456-2,דירה בבית קומות,2.0,ראשונה,56.47,"1,350,000",181% ב 13 שנים
08.12.2020,אברבנאל 3,3930-677-5,דירה בבית קומות,2.0,שניה,53.44,"1,390,000",
03.12.2020,אנילביץ 15,7282-52-16,דירה בבית קומות,2.0,שלישית,35.0,"1,125,000",
03.12.2020,הרב נריה 9,5116-28-12,דירה בבית קומות,2.0,שניה,41.36,"1,550,000",31% ב 5.7 שנים
01.12.2020,אריאב חיים 4,7281-13-8,דירה בבית קומות,2.0,שניה,36.2,"1,190,000",46% ב 1.6 שנים
29.11.2020,ז'בוטינסקי 8,3925-196-6,דירה בבית קומות,2.0,שניה,53.8,"1,380,000",90% ב 11.4 שנים
28.11.2020,עזרא 17,4242-441-1,קוטג' חד משפחתי,2.0,ראשונה,45.0,"1,150,000",
26.11.2020,ז'בוטינסקי 3,3926-831-12,דירה בבית קומות,2.0,שניה,36.9,"1,250,000",
25.11.2020,תדהר דוד 13,7281-108-7,דירה בבית קומות,2.0,ראשונה,29.7,"1,150,000",37% ב 4.5 שנים
24.11.2020,חלץ 7,3945-77-3,דירה בבית קומות,2.0,קרקע,50.69,"1,430,000",190% ב 21.8 שנים
23.11.2020,שליט 4,3934-143-1,דירה בבית קומות,2.0,ראשונה,53.09,"1,270,000",44% ב 4.8 שנים
20.11.2020,אריאב חיים 15,7281-149-16,דירה בבית קומות,2.0,שניה,35.2,"1,700,000",276% ב 19.3 שנים
19.11.2020,שניאור זלמן 44,7281-37-12,דירה בבית קומות,2.0,שלישית,40.0,"969,000",
18.11.2020,יחזקאל הנביא 10,4247-189-3,קוטג' דו משפחתי,2.0,ראשונה,28.0,"1,750,000",
17.11.2020,אריאב חיים 10,7281-10-22,דירה בבית קומות,2.0,שלישית,39.6,"1,230,000",223% ב 13 שנים
16.11.2020,דרור 4,3933-165-14,דירה בבית קומות,2.0,שלישית,50.07,"1,150,000",178% ב 21.7 שנים
12.11.2020,החליל 8,5183-14-2,דירה בבית קומות,2.0,קרקע,50.02,"1,785,000",11% ב 3.2 שנים
12.11.2020,כהן אלי 14,6093-157-2,דירה בבית קומות,2.0,ראשונה,47.0,"2,420,000",
10.11.2020,וקסלר משה 4,3935-127-4,דירה בבית קומות,2.0,ראשונה,48.6,"1,151,000",
04.11.2020,נחמה 21,3932-94-2,דירה בבית קומות,2.0,קרקע,54.0,"800,000",
03.11.2020,מורדי הגטאות 47,4242-469-46,דירה בבית קומות,2.0,רביעית,40.3,"950,000",192% ב 18.3 שנים
29.10.2020,יהודה לייב 42,3929-180-14,דירה בבית קומות,2.0,רביעית,42.49,"1,280,000",
29.10.2020,וולפסון 24,3926-265-2,דירה בבית קומות,2.0,קרקע,45.22,"1,200,000",
27.10.2020,נחמיה 21,4247-181-1,דירה בבית קומות,2.0,ראשונה,67.0,"2,700,000",
26.10.2020,תורה ועבודה 23,7281-42-31,דירה בבית קומות,2.0,רביעית,39.5,"900,000",219% ב 15.9 שנים
18.10.2020,סנש חנה 3,7281-57-14,דירה בבית קומות,2.0,שניה,35.2,"759,000",
15.10.2020,הרב נורוק 7,7282-12-15,דירה בבית קומות,2.0,שניה,36.0,"960,000",
13.10.2020,ויתקין 9,3929-19-16,דירה בבית קומות,2.0,רביעית,53.18,"1,100,000",
01.10.2020,הרצל 93,3925-674-25,דירה בבית קומות,2.0,רביעית,40.8,"1,240,000",
29.09.2020,הלל נפתלי 14,3934-161-4,דירה בבית קומות,2.0,שניה,44.76,"1,280,000",
15.09.2020,התוף 7,5183-42-186,דירה בבית קומות,2.0,רביעית,44.0,"750,000",
15.09.2020,הרצל 93,3925-674-69,דירה בבית קומות,2.0,שביעית,34.8,"1,230,000",
15.09.2020,אוסישקין 7,3928-351-8,דירה בבית קומות,2.0,קומה ‎3‏,36.95,"1,170,000",
13.09.2020,נחמיה 108,4246-65-1,דירה בבית קומות,2.0,קרקע,25.11,"3,902,000",33% ב 1.5 שנים
09.09.2020,אוסישקין 5,3928-353-3,דירה בבית קומות,2.0,שניה,54.41,"930,000",3% ב 5.5 שנים
07.09.2020,סנש חנה 3,7281-57-35,דירה בבית קומות,2.0,רביעית,35.2,"1,195,000",249% ב 12.3 שנים
03.09.2020,נהריים 23,3930-479-3,דירה בבית קומות,2.0,שניה,46.8,"1,000,000",
02.09.2020,אלרואי 19,3929-793-3,דירה בבית קומות,2.0,ראשונה,36.0,"570,000",
01.09.2020,הצפורן 12,5036-36-3,דירה בבית קומות,2.0,שניה,44.0,"1,100,000",
23.08.2020,וולפסון 34,3926-361-6,דירה בבית קומות,2.0,ראשונה,56.33,"1,000,000",
20.08.2020,אנילביץ 21,7282-75-18,דירה בבית קומות,2.0,שלישית,36.5,"1,100,000",115% ב 10.7 שנים
19.08.2020,החייל האלמוני 8,3925-436-22,דירה בבית קומות,2.0,חמישית,47.1,"1,300,000",
10.08.2020,החייל האלמוני 8,3925-436-1,דירה בבית קומות,2.0,ראשונה,57.4,"1,230,000",
06.08.2020,הרב מינץ 3,7281-22-8,דירה בבית קומות,2.0,ראשונה,36.0,"592,000",
26.07.2020,עטרות 14,3930-476-4,דירה בבית קומות,2.0,שניה,42.0,"989,000",
26.07.2020,עטרות 14,3930-476-3,דירה בבית קומות,2.0,שניה,42.0,"950,000",
26.07.2020,עטרות 16,3930-476-7,דירה בבית קומות,2.0,שניה,56.2,"1,111,000",
24.07.2020,ביאליק 13,3928-882-56,דירה בבית קומות,2.0,שביעית,69.0,"1,079,000",-14% ב 7.8 שנים
20.07.2020,טשרניחובסקי 6,3945-571-1,דירה בבית קומות,2.0,קרקע,46.0,"1,100,000",
17.07.2020,אריאב חיים 2,7281-14-8,דירה בבית קומות,2.0,שניה,36.2,"1,000,000",
14.07.2020,"תרמ""ב 30",3928-273-27,דירה בבית קומות,2.0,חמישית,43.3,"1,300,000",
05.07.2020,החפץ חיים 5,3933-105-5,דירה בבית קומות,2.0,שניה,57.78,"1,320,000",197% ב 21.3 שנים
03.07.2020,ז'בוטינסקי 57,3945-685-8,דירה בבית קומות,2.0,שניה,58.75,"1,145,000",
01.07.2020,סנש חנה 3,7281-55-6,דירה בבית קומות,2.0,ראשונה,35.2,"1,260,000",297% ב 19 שנים
01.07.2020,דרור 47,3929-6-18,דירה בבית קומות,2.0,רביעית,50.0,"1,215,000",85% ב 11.8 שנים
29.06.2020,ירושלים 50,3930-346-15,דירה בבית קומות,2.0,רביעית,46.3,"1,310,000",2% ב 2.5 שנים
24.06.2020,וולפסון 23,3926-627-3,דירה בבית קומות,2.0,שניה,48.03,"137,000",
23.06.2020,כהן יעקב 36,7282-40-13,דירה בבית קומות,2.0,שניה,38.3,"1,050,000",8% ב 3.9 שנים
11.06.2020,כצנלסון 4,3945-198-13,דירה בבית קומות,2.0,שלישית,41.91,"1,200,000",0% ב 4.1 שנים
07.06.2020,תורה ועבודה 7,7281-44-25,דירה בבית קומות,2.0,רביעית,39.5,"980,000",
07.06.2020,וקסלר משה 1,3935-64-10,דירה בבית קומות,2.0,שלישית,44.61,"1,180,000",
02.06.2020,תדהר דוד 4,7281-26-16,דירה בבית קומות,2.0,שניה,35.2,"895,000",
01.06.2020,הרב זינגר 4,3935-125-12,דירה בבית קומות,2.0,ראשונה,47.8,"1,225,000",
31.05.2020,וולפסון 16,3926-313-4,דירה בבית קומות,2.0,ראשונה,49.1,"1,380,000",
24.05.2020,תדהר דוד 13,7281-108-4,דירה בבית קומות,2.0,ראשונה,36.0,"1,100,000",247% ב 12.7 שנים
19.05.2020,וולפסון 15,3926-632-6,דירה בבית קומות,2.0,שלישית,67.3,"1,220,000",
16.05.2020,הרב זינגר 8,3935-126-7,דירה בבית קומות,2.0,ראשונה,48.0,"1,100,000",191% ב 17 שנים
15.05.2020,גרינבוים 5,3934-130-2,דירה בבית קומות,2.0,ראשונה,66.87,"900,000",
14.05.2020,דרור 20,3933-78-15,דירה בבית קומות,2.0,שלישית,60.5,"560,000",
11.05.2020,"האר""י 8",3925-406-1,דירה בבית קומות,2.0,קרקע,33.0,"1,125,000",
30.03.2020,אש שלום 9,7282-27-5,דירה בבית קומות,2.0,שניה,35.0,"1,100,000",
27.03.2020,שמשון 7,3934-85-1,דירה בבית קומות,2.0,ראשונה,66.0,"1,100,000",54% ב 9.2 שנים
25.03.2020,הרב נורוק 2,7282-17-17,דירה בבית קומות,2.0,שניה,44.0,"1,700,000",
16.03.2020,תורה ועבודה 34,7281-143-19,דירה בבית קומות,2.0,שניה,50.78,"1,170,000",
11.03.2020,תדהר דוד 7,7281-23-14,דירה בבית קומות,2.0,שניה,36.0,"1,120,000",206% ב 10.5 שנים
10.03.2020,אנילביץ 17,7282-53-15,דירה בבית קומות,2.0,שלישית,35.0,"900,000",38% ב 4.7 שנים
01.03.2020,מוצקין 4,3934-156-4,דירה בבית קומות,2.0,ראשונה,57.43,"1,250,000",
13.02.2020,אש שלום 12,7282-56-4,דירה בבית קומות,2.0,ראשונה,34.8,"1,180,000",
13.02.2020,לילינבלום 1,3945-220-7,דירה בבית קומות,2.0,שניה,60.54,"1,320,000",
10.02.2020,אריאב חיים 2,7281-14-12,דירה בבית קומות,2.0,שלישית,36.2,"657,000",
31.01.2020,קרן קימת 29,3928-260-6,דירה בבית קומות,2.0,ראשונה,45.04,"1,178,000",
30.01.2020,תל חי 15,3928-609-3,דירה בבית קומות,2.0,ראשונה,48.5,"122,000",
22.01.2020,הרצל 93,3925-674-122,דירה בבית קומות,2.0,אחת עשרה,34.8,"1,175,000",95% ב 10.5 שנים
22.01.2020,תדהר דוד 25,7281-27-15,דירה בבית קומות,2.0,שניה,36.0,"1,090,000",57% ב 6 שנים
21.01.2020,ירושלים 43,3930-332-83,דירה בבית קומות,2.0,רביעית,47.0,"1,100,000",81% ב 10.4 שנים
20.01.2020,הרב נורוק 7,7282-12-19,דירה בבית קומות,2.0,שלישית,36.0,"1,110,000",58% ב 5 שנים
13.01.2020,ברניצקי נתן 10,3926-854-2,דירה בבית קומות,2.0,קומה ‎0‏,60.5,"1,240,000",100% ב 10 שנים
02.01.2020,הרב נורוק 7,7282-12-18,דירה בבית קומות,2.0,שלישית,36.0,"1,150,000",235% ב 19.5 שנים
01.01.2020,אריאב חיים 7,7281-149-11,דירה בבית קומות,2.0,ראשונה,35.2,"1,000,000",
31.12.2019,אריאב חיים 10,7281-10-18,דירה בבית קומות,2.0,שלישית,39.6,"1,420,000",228% ב 19 שנים
27.12.2019,פרנק צבי 48,3929-794-13,דירה בבית קומות,2.0,רביעית,36.0,"989,000",116% ב 11 שנים
03.12.2019,סנש חנה 3,7281-57-15,דירה בבית קומות,2.0,שניה,35.2,"1,245,000",
02.12.2019,טשרניחובסקי 17,3945-234-5,דירה בבית קומות,2.0,ראשונה,63.1,"1,280,000",
19.11.2019,פוזננסקי מנחם 9,7282-96-3,דירה בבית קומות,2.0,שניה,35.0,"900,000",
19.11.2019,פוזננסקי מנחם 11,7282-97-1,דירה בבית קומות,2.0,ראשונה,54.1,"899,000",
19.11.2019,פוזננסקי מנחם 2,7282-91-2,דירה בבית קומות,2.0,ראשונה,40.6,"900,000",
14.11.2019,ז'בוטינסקי 69,3945-196-1,דירה בבית קומות,2.0,קרקע,37.6,"1,160,000",5% ב 2.6 שנים
10.11.2019,"אז""ר 3",3934-102-7,דירה בבית קומות,2.0,ראשונה,46.5,"1,280,000",
08.11.2019,התוף 7,5183-42-49,דירה בבית קומות,2.0,שביעית,42.9,"1,550,000",
06.11.2019,קרן היסוד 29,3928-701-12,דירה בבית קומות,2.0,שניה,63.5,"1,309,000",20% ב 4.8 שנים
26.09.2019,החלמונית 25,5036-87-201,דירה בבית קומות,2.0,ראשונה,33.0,"1,190,000",
15.09.2019,ירושלים 64,3930-338-11,דירה בבית קומות,2.0,רביעית,47.0,"1,020,000",218% ב 15.4 שנים
12.09.2019,טיומקין 13,3925-291-2,דירה בבית קומות,2.0,קרקע,39.61,"1,190,000",0% ב 2 שנים
08.09.2019,שפירא צבי הרמן 1,3928-192-6,דירה בבית קומות,2.0,שניה,46.92,"1,240,000",
04.09.2019,הלל נפתלי 12,3934-159-2,דירה בבית קומות,2.0,קרקע,43.67,"1,300,000",60% ב 7.4 שנים
01.09.2019,סנש חנה 3,7281-55-4,דירה בבית קומות,2.0,ראשונה,35.2,"638,000",
26.08.2019,יהודה לייב 10,3932-135-15,דירה בבית קומות,2.0,שלישית,54.62,"1,100,000",175% ב 19.8 שנים
25.08.2019,רוטשילד 89,3926-290-3,דירה בבית קומות,2.0,שניה,49.85,"1,200,000",
15.08.2019,סנש חנה 3,7281-57-23,דירה בבית קומות,2.0,שלישית,35.2,"1,520,000",
12.08.2019,חזון איש 18,3929-708-1,דירה בבית קומות,2.0,ראשונה,54.0,"1,200,000",
04.08.2019,הרב נריה 9,5116-28-140,דירה בבית קומות,2.0,שישית,41.36,"1,520,000",
30.07.2019,,3932-55-18,דירה בבית קומות,2.0,שלישית,45.0,"862,000",
30.07.2019, ,3945-509-8,דירה בבית קומות,2.0,ראשונה,49.0,"650,000",
29.07.2019,,3932-55-15,דירה,2.0,,45.0,"862,005",
29.07.2019,,3932-55-16,דירה,2.0,,45.0,"877,005",
29.07.2019,,3932-55-17,דירה,2.0,,45.0,"1,341,755",
28.07.2019,תורה ועבודה 23,7281-42-17,דירה בבית קומות,2.0,שלישית,39.5,"1,085,000",88% ב 8.3 שנים
